id_interaccion,id_usuario,fecha_hora,intencion,tono_agente,canal,duracion_segundos,satisfaccion_usuario,texto_resumen
200,178,2025-08-26 06:34:27,motivacion,didactico,web,198,3,Se recomendó practicar ejercicios de SQL.
201,29,2025-06-05 22:21:40,motivacion,directo,email,438,2,Se sugirió priorizar Inglés B1 antes de ML.
202,77,2025-07-04 09:10:55,diagnostico,estrategico,whatsapp,552,5,Se ajustó orden de hitos por disponibilidad.
203,146,2025-08-12 11:06:26,motivacion,didactico,whatsapp,303,4,Se sugirió priorizar Inglés B1 antes de ML.
204,64,2025-07-29 03:31:39,recomendacion,estrategico,whatsapp,241,3,Se recomendó practicar ejercicios de SQL.
205,19,2025-07-31 19:03:07,motivacion,empatico,email,598,5,Se ajustó orden de hitos por disponibilidad.
206,63,2025-07-07 08:49:59,recomendacion,estrategico,email,306,2,Se ajustó orden de hitos por disponibilidad.
207,70,2025-09-10 09:40:17,recomendacion,empatico,movil,164,2,Se explicó ruta de aprendizaje inicial.
208,152,2025-08-09 15:53:39,motivacion,didactico,movil,503,2,Se ajustó orden de hitos por disponibilidad.
209,172,2025-07-17 21:53:44,diagnostico,directo,movil,121,1,Se ajustó orden de hitos por disponibilidad.
210,115,2025-05-24 08:09:17,diagnostico,directo,web,505,1,Se sugirió priorizar Inglés B1 antes de ML.
211,84,2025-07-30 05:49:33,motivacion,estrategico,movil,308,4,Se recomendó practicar ejercicios de SQL.
212,87,2025-10-04 18:04:33,motivacion,directo,movil,53,2,Se explicó ruta de aprendizaje inicial.
213,11,2025-07-30 09:40:19,recomendacion,didactico,whatsapp,405,1,Se revisó avance del hito Python básico.
214,186,2025-06-29 23:37:42,motivacion,empatico,web,159,3,Se explicó ruta de aprendizaje inicial.
215,35,2025-05-18 18:57:43,consulta_hito,didactico,whatsapp,417,3,Se ajustó orden de hitos por disponibilidad.
216,181,2025-09-03 06:59:44,consulta_hito,estrategico,whatsapp,497,1,Se ajustó orden de hitos por disponibilidad.
217,111,2025-05-04 20:11:14,motivacion,directo,web,282,3,Se ajustó orden de hitos por disponibilidad.
218,77,2025-06-16 15:59:24,recomendacion,estrategico,email,412,2,Se explicó ruta de aprendizaje inicial.
219,19,2025-06-29 17:48:52,motivacion,estrategico,web,224,3,Se revisó avance del hito Python básico.
220,49,2025-09-09 10:09:47,consulta_hito,directo,web,269,2,Se recomendó practicar ejercicios de SQL.
221,118,2025-07-26 21:38:07,consulta_hito,estrategico,email,227,1,Se explicó ruta de aprendizaje inicial.
222,78,2025-07-03 07:16:13,seguimiento,didactico,email,568,1,Se explicó ruta de aprendizaje inicial.
223,142,2025-08-04 01:43:08,consulta_hito,estrategico,email,66,2,Se explicó ruta de aprendizaje inicial.
224,166,2025-10-10 10:53:02,seguimiento,estrategico,web,491,3,Se revisó avance del hito Python básico.
225,10,2025-07-30 12:43:06,consulta_hito,estrategico,web,173,2,Se ajustó orden de hitos por disponibilidad.
226,94,2025-04-22 10:23:42,consulta_hito,directo,whatsapp,447,4,Se recomendó practicar ejercicios de SQL.
227,47,2025-09-25 08:52:12,recomendacion,directo,movil,220,2,Se ajustó orden de hitos por disponibilidad.
228,40,2025-07-03 23:53:01,diagnostico,directo,web,152,3,Se sugirió priorizar Inglés B1 antes de ML.
229,147,2025-05-16 01:47:44,consulta_hito,directo,web,250,1,Se revisó avance del hito Python básico.
230,51,2025-07-11 17:02:45,seguimiento,didactico,email,84,1,Se sugirió priorizar Inglés B1 antes de ML.
231,117,2025-08-24 00:52:18,diagnostico,didactico,email,160,4,Se ajustó orden de hitos por disponibilidad.
232,157,2025-08-17 02:42:56,recomendacion,directo,web,192,3,Se recomendó practicar ejercicios de SQL.
233,54,2025-04-25 23:23:04,diagnostico,directo,movil,584,3,Se sugirió priorizar Inglés B1 antes de ML.
234,44,2025-07-04 11:12:19,diagnostico,directo,whatsapp,149,1,Se revisó avance del hito Python básico.
235,139,2025-07-28 03:55:40,seguimiento,empatico,web,108,4,Se revisó avance del hito Python básico.
236,42,2025-05-25 15:02:36,recomendacion,empatico,whatsapp,74,4,Se sugirió priorizar Inglés B1 antes de ML.
237,67,2025-09-30 20:25:28,diagnostico,didactico,email,343,3,Se sugirió priorizar Inglés B1 antes de ML.
238,28,2025-06-14 05:29:41,recomendacion,empatico,email,383,5,Se revisó avance del hito Python básico.
239,138,2025-09-22 08:38:24,consulta_hito,didactico,movil,362,5,Se explicó ruta de aprendizaje inicial.
240,47,2025-06-03 14:48:30,recomendacion,empatico,whatsapp,409,4,Se ajustó orden de hitos por disponibilidad.
241,73,2025-07-12 03:08:44,motivacion,directo,movil,512,2,Se revisó avance del hito Python básico.
242,116,2025-05-03 20:12:46,consulta_hito,empatico,movil,101,1,Se explicó ruta de aprendizaje inicial.
243,31,2025-09-29 00:48:02,motivacion,empatico,movil,369,5,Se sugirió priorizar Inglés B1 antes de ML.
244,191,2025-04-23 14:57:45,diagnostico,didactico,web,511,3,Se explicó ruta de aprendizaje inicial.
245,162,2025-06-30 19:06:05,motivacion,directo,whatsapp,121,5,Se ajustó orden de hitos por disponibilidad.
246,159,2025-07-11 00:05:05,recomendacion,directo,whatsapp,127,4,Se explicó ruta de aprendizaje inicial.
247,45,2025-06-11 08:45:56,consulta_hito,didactico,email,275,2,Se revisó avance del hito Python básico.
248,143,2025-09-27 16:18:28,consulta_hito,directo,web,384,3,Se revisó avance del hito Python básico.
249,37,2025-05-18 02:04:27,seguimiento,directo,email,343,3,Se ajustó orden de hitos por disponibilidad.
250,166,2025-08-30 18:07:11,consulta_hito,directo,web,567,2,Se revisó avance del hito Python básico.
251,75,2025-07-27 13:13:29,recomendacion,didactico,web,327,5,Se ajustó orden de hitos por disponibilidad.
252,128,2025-10-18 17:13:07,motivacion,estrategico,web,292,4,Se explicó ruta de aprendizaje inicial.
253,43,2025-04-08 05:11:26,recomendacion,didactico,whatsapp,88,5,Se recomendó practicar ejercicios de SQL.
254,49,2025-09-25 06:26:27,seguimiento,estrategico,movil,421,4,Se revisó avance del hito Python básico.
255,41,2025-08-05 03:15:22,seguimiento,directo,whatsapp,204,4,Se sugirió priorizar Inglés B1 antes de ML.
256,122,2025-08-06 01:23:12,consulta_hito,directo,whatsapp,595,2,Se explicó ruta de aprendizaje inicial.
257,108,2025-05-05 11:46:20,seguimiento,estrategico,web,160,5,Se revisó avance del hito Python básico.
258,8,2025-08-25 11:13:18,motivacion,directo,movil,307,1,Se explicó ruta de aprendizaje inicial.
259,83,2025-09-10 15:12:58,consulta_hito,empatico,movil,340,3,Se ajustó orden de hitos por disponibilidad.
260,103,2025-07-03 12:52:08,seguimiento,directo,email,172,4,Se revisó avance del hito Python básico.
261,160,2025-07-28 10:01:20,consulta_hito,empatico,email,401,1,Se recomendó practicar ejercicios de SQL.
262,170,2025-07-13 20:57:45,motivacion,empatico,whatsapp,114,2,Se revisó avance del hito Python básico.
263,186,2025-05-15 17:59:06,consulta_hito,empatico,web,294,5,Se ajustó orden de hitos por disponibilidad.
264,58,2025-06-04 04:37:21,diagnostico,empatico,movil,170,1,Se revisó avance del hito Python básico.
265,20,2025-08-26 17:18:23,recomendacion,empatico,whatsapp,566,2,Se sugirió priorizar Inglés B1 antes de ML.
266,140,2025-09-13 05:08:22,motivacion,didactico,email,320,1,Se explicó ruta de aprendizaje inicial.
267,196,2025-05-16 19:46:01,motivacion,estrategico,whatsapp,584,5,Se explicó ruta de aprendizaje inicial.
268,100,2025-08-02 07:52:53,recomendacion,directo,web,58,4,Se revisó avance del hito Python básico.
269,146,2025-10-16 08:22:37,seguimiento,didactico,email,265,3,Se ajustó orden de hitos por disponibilidad.
270,84,2025-09-01 18:44:33,seguimiento,estrategico,email,333,1,Se ajustó orden de hitos por disponibilidad.
271,112,2025-05-24 10:08:04,consulta_hito,estrategico,movil,129,5,Se revisó avance del hito Python básico.
272,184,2025-09-20 13:52:52,consulta_hito,directo,web,212,2,Se explicó ruta de aprendizaje inicial.
273,79,2025-04-29 01:08:47,diagnostico,estrategico,movil,274,5,Se revisó avance del hito Python básico.
274,29,2025-07-22 11:50:25,seguimiento,empatico,web,497,5,Se sugirió priorizar Inglés B1 antes de ML.
275,40,2025-09-08 23:29:47,motivacion,estrategico,web,179,5,Se revisó avance del hito Python básico.
276,29,2025-04-11 22:27:50,diagnostico,directo,email,447,4,Se explicó ruta de aprendizaje inicial.
277,189,2025-06-08 11:41:11,diagnostico,empatico,web,371,2,Se revisó avance del hito Python básico.
278,139,2025-08-12 22:51:50,consulta_hito,didactico,movil,113,1,Se recomendó practicar ejercicios de SQL.
279,162,2025-04-22 05:33:47,recomendacion,directo,whatsapp,265,5,Se revisó avance del hito Python básico.
280,141,2025-04-04 22:46:19,recomendacion,directo,email,190,5,Se ajustó orden de hitos por disponibilidad.
281,16,2025-04-27 08:51:26,seguimiento,didactico,email,182,4,Se sugirió priorizar Inglés B1 antes de ML.
282,63,2025-07-01 10:02:37,consulta_hito,directo,email,223,2,Se sugirió priorizar Inglés B1 antes de ML.
283,105,2025-05-06 13:23:21,motivacion,estrategico,web,570,4,Se revisó avance del hito Python básico.
284,102,2025-09-27 20:42:36,diagnostico,directo,email,580,3,Se explicó ruta de aprendizaje inicial.
285,1,2025-05-03 02:17:03,consulta_hito,directo,movil,220,2,Se ajustó orden de hitos por disponibilidad.
286,40,2025-05-12 17:05:57,motivacion,directo,whatsapp,206,4,Se ajustó orden de hitos por disponibilidad.
287,187,2025-04-28 18:57:55,motivacion,didactico,whatsapp,35,4,Se sugirió priorizar Inglés B1 antes de ML.
288,127,2025-08-31 23:24:40,diagnostico,empatico,email,394,5,Se revisó avance del hito Python básico.
289,2,2025-05-13 05:13:58,recomendacion,directo,web,145,4,Se ajustó orden de hitos por disponibilidad.
290,114,2025-09-10 08:07:17,diagnostico,didactico,web,375,5,Se sugirió priorizar Inglés B1 antes de ML.
291,149,2025-07-09 02:41:57,motivacion,estrategico,whatsapp,524,2,Se explicó ruta de aprendizaje inicial.
292,184,2025-06-01 17:21:20,seguimiento,didactico,whatsapp,423,5,Se sugirió priorizar Inglés B1 antes de ML.
293,196,2025-06-09 13:04:14,motivacion,estrategico,web,156,3,Se sugirió priorizar Inglés B1 antes de ML.
294,53,2025-08-01 20:10:29,motivacion,directo,whatsapp,348,2,Se ajustó orden de hitos por disponibilidad.
295,70,2025-09-20 04:54:06,diagnostico,didactico,whatsapp,154,5,Se ajustó orden de hitos por disponibilidad.
296,6,2025-09-24 01:08:37,recomendacion,didactico,movil,436,4,Se ajustó orden de hitos por disponibilidad.
297,78,2025-04-28 15:30:08,seguimiento,didactico,email,37,5,Se explicó ruta de aprendizaje inicial.
298,142,2025-09-28 19:09:32,recomendacion,didactico,whatsapp,587,3,Se ajustó orden de hitos por disponibilidad.
299,147,2025-07-23 14:08:40,seguimiento,estrategico,web,536,2,Se ajustó orden de hitos por disponibilidad.
300,130,2025-07-30 14:18:40,diagnostico,didactico,email,263,3,Se sugirió priorizar Inglés B1 antes de ML.
301,133,2025-08-15 13:19:56,consulta_hito,didactico,web,404,3,Se ajustó orden de hitos por disponibilidad.
302,137,2025-04-15 01:30:50,recomendacion,estrategico,whatsapp,25,5,Se revisó avance del hito Python básico.
303,170,2025-10-21 02:57:40,seguimiento,empatico,whatsapp,190,1,Se explicó ruta de aprendizaje inicial.
304,42,2025-09-05 22:59:04,consulta_hito,didactico,web,421,4,Se recomendó practicar ejercicios de SQL.
305,142,2025-04-27 23:26:48,diagnostico,directo,whatsapp,562,3,Se recomendó practicar ejercicios de SQL.
306,134,2025-05-14 17:48:09,consulta_hito,empatico,movil,57,3,Se sugirió priorizar Inglés B1 antes de ML.
307,79,2025-07-05 05:35:55,motivacion,didactico,whatsapp,123,5,Se recomendó practicar ejercicios de SQL.
308,107,2025-07-05 01:52:54,diagnostico,directo,email,394,1,Se explicó ruta de aprendizaje inicial.
309,1,2025-06-25 20:54:14,diagnostico,estrategico,email,427,1,Se ajustó orden de hitos por disponibilidad.
310,200,2025-08-20 10:06:16,consulta_hito,empatico,whatsapp,411,3,Se explicó ruta de aprendizaje inicial.
311,143,2025-07-14 14:12:31,motivacion,directo,email,569,3,Se sugirió priorizar Inglés B1 antes de ML.
312,115,2025-04-24 07:38:37,motivacion,didactico,web,136,5,Se sugirió priorizar Inglés B1 antes de ML.
313,42,2025-09-12 03:52:16,diagnostico,empatico,web,223,4,Se recomendó practicar ejercicios de SQL.
314,177,2025-05-21 22:14:26,diagnostico,directo,whatsapp,317,3,Se recomendó practicar ejercicios de SQL.
315,34,2025-04-21 00:13:38,seguimiento,didactico,whatsapp,366,4,Se ajustó orden de hitos por disponibilidad.
316,103,2025-08-27 12:59:32,consulta_hito,estrategico,web,401,2,Se revisó avance del hito Python básico.
317,30,2025-08-07 21:11:55,recomendacion,didactico,email,155,3,Se sugirió priorizar Inglés B1 antes de ML.
318,197,2025-06-12 10:28:04,consulta_hito,directo,web,23,3,Se revisó avance del hito Python básico.
319,56,2025-07-27 17:34:58,seguimiento,empatico,whatsapp,525,3,Se sugirió priorizar Inglés B1 antes de ML.
320,100,2025-07-31 02:28:29,motivacion,estrategico,whatsapp,396,5,Se revisó avance del hito Python básico.
321,154,2025-09-20 22:46:46,recomendacion,directo,web,252,5,Se revisó avance del hito Python básico.
322,81,2025-04-06 13:52:41,seguimiento,empatico,movil,309,3,Se recomendó practicar ejercicios de SQL.
323,56,2025-05-13 16:11:46,consulta_hito,empatico,web,270,4,Se revisó avance del hito Python básico.
324,169,2025-06-14 23:44:46,diagnostico,empatico,email,257,2,Se sugirió priorizar Inglés B1 antes de ML.
325,127,2025-06-04 04:47:59,seguimiento,estrategico,movil,369,5,Se recomendó practicar ejercicios de SQL.
326,183,2025-08-06 23:01:50,motivacion,estrategico,movil,200,5,Se recomendó practicar ejercicios de SQL.
327,44,2025-08-16 16:28:49,consulta_hito,estrategico,web,430,1,Se ajustó orden de hitos por disponibilidad.
328,84,2025-10-11 05:08:01,recomendacion,empatico,email,83,1,Se recomendó practicar ejercicios de SQL.
329,14,2025-04-22 12:33:25,recomendacion,estrategico,web,279,4,Se sugirió priorizar Inglés B1 antes de ML.
330,79,2025-07-17 18:30:20,seguimiento,directo,whatsapp,234,3,Se revisó avance del hito Python básico.
331,77,2025-09-21 10:46:31,motivacion,estrategico,web,487,1,Se recomendó practicar ejercicios de SQL.
332,149,2025-07-29 19:46:30,motivacion,didactico,movil,281,3,Se ajustó orden de hitos por disponibilidad.
333,53,2025-04-18 10:32:07,recomendacion,directo,email,537,5,Se explicó ruta de aprendizaje inicial.
334,57,2025-06-19 00:41:20,diagnostico,directo,email,100,1,Se revisó avance del hito Python básico.
335,62,2025-06-13 23:22:19,seguimiento,empatico,email,533,5,Se revisó avance del hito Python básico.
336,143,2025-04-30 17:43:27,recomendacion,directo,email,571,4,Se revisó avance del hito Python básico.
337,3,2025-07-23 23:35:57,motivacion,didactico,movil,338,1,Se recomendó practicar ejercicios de SQL.
338,47,2025-05-21 16:11:59,seguimiento,estrategico,email,349,2,Se recomendó practicar ejercicios de SQL.
339,187,2025-07-01 03:24:19,seguimiento,empatico,web,539,5,Se explicó ruta de aprendizaje inicial.
340,92,2025-09-16 04:54:11,seguimiento,directo,whatsapp,300,4,Se sugirió priorizar Inglés B1 antes de ML.
341,23,2025-10-07 07:20:32,seguimiento,didactico,movil,422,5,Se explicó ruta de aprendizaje inicial.
342,80,2025-06-30 09:18:06,consulta_hito,didactico,movil,278,4,Se sugirió priorizar Inglés B1 antes de ML.
343,68,2025-08-14 19:33:07,diagnostico,empatico,web,129,1,Se ajustó orden de hitos por disponibilidad.
344,153,2025-08-14 08:38:24,seguimiento,directo,web,559,2,Se recomendó practicar ejercicios de SQL.
345,42,2025-05-11 04:17:07,diagnostico,didactico,whatsapp,309,2,Se recomendó practicar ejercicios de SQL.
346,100,2025-07-20 18:11:05,motivacion,estrategico,email,394,4,Se revisó avance del hito Python básico.
347,144,2025-08-26 06:19:38,seguimiento,estrategico,whatsapp,547,2,Se ajustó orden de hitos por disponibilidad.
348,190,2025-05-17 09:03:50,motivacion,empatico,movil,161,1,Se sugirió priorizar Inglés B1 antes de ML.
349,191,2025-09-30 22:12:11,motivacion,empatico,movil,321,5,Se ajustó orden de hitos por disponibilidad.
350,49,2025-09-26 16:32:14,diagnostico,didactico,web,351,5,Se ajustó orden de hitos por disponibilidad.
351,77,2025-07-15 05:25:42,recomendacion,empatico,whatsapp,226,4,Se sugirió priorizar Inglés B1 antes de ML.
352,195,2025-06-05 07:06:44,motivacion,didactico,web,99,2,Se revisó avance del hito Python básico.
353,164,2025-04-15 17:38:37,consulta_hito,estrategico,email,564,1,Se explicó ruta de aprendizaje inicial.
354,148,2025-07-08 15:37:30,motivacion,didactico,web,296,3,Se ajustó orden de hitos por disponibilidad.
355,3,2025-04-13 00:12:11,motivacion,directo,web,470,4,Se ajustó orden de hitos por disponibilidad.
356,13,2025-08-26 01:23:57,recomendacion,directo,email,448,5,Se revisó avance del hito Python básico.
357,57,2025-08-27 07:48:22,diagnostico,estrategico,web,490,1,Se recomendó practicar ejercicios de SQL.
358,50,2025-05-23 08:21:58,seguimiento,empatico,web,139,5,Se revisó avance del hito Python básico.
359,150,2025-05-05 04:56:19,diagnostico,directo,movil,500,3,Se revisó avance del hito Python básico.
360,166,2025-08-04 14:21:46,recomendacion,empatico,movil,451,1,Se ajustó orden de hitos por disponibilidad.
361,16,2025-08-09 14:58:53,motivacion,empatico,web,58,3,Se recomendó practicar ejercicios de SQL.
362,16,2025-05-26 21:06:51,recomendacion,directo,email,226,4,Se explicó ruta de aprendizaje inicial.
363,88,2025-10-13 21:46:48,consulta_hito,didactico,email,158,4,Se explicó ruta de aprendizaje inicial.
364,56,2025-08-17 14:53:01,motivacion,didactico,movil,229,3,Se revisó avance del hito Python básico.
365,159,2025-04-27 15:29:49,diagnostico,estrategico,whatsapp,455,1,Se recomendó practicar ejercicios de SQL.
366,163,2025-07-26 13:39:14,seguimiento,directo,web,357,4,Se sugirió priorizar Inglés B1 antes de ML.
367,62,2025-10-10 11:19:48,motivacion,directo,whatsapp,370,1,Se explicó ruta de aprendizaje inicial.
368,98,2025-07-25 21:36:32,consulta_hito,didactico,web,152,5,Se revisó avance del hito Python básico.
369,121,2025-10-10 00:17:27,consulta_hito,didactico,web,177,5,Se ajustó orden de hitos por disponibilidad.
370,108,2025-08-29 02:08:09,seguimiento,empatico,whatsapp,270,3,Se revisó avance del hito Python básico.
371,134,2025-05-06 03:10:59,seguimiento,estrategico,whatsapp,85,4,Se explicó ruta de aprendizaje inicial.
372,9,2025-05-14 22:10:07,motivacion,didactico,whatsapp,224,3,Se ajustó orden de hitos por disponibilidad.
373,163,2025-07-29 13:33:24,seguimiento,estrategico,web,397,1,Se explicó ruta de aprendizaje inicial.
374,49,2025-04-04 16:21:14,consulta_hito,didactico,movil,23,3,Se revisó avance del hito Python básico.
375,125,2025-09-14 04:49:59,consulta_hito,didactico,movil,536,1,Se recomendó practicar ejercicios de SQL.
376,163,2025-07-13 20:32:06,recomendacion,didactico,web,556,5,Se revisó avance del hito Python básico.
377,152,2025-08-05 07:30:26,consulta_hito,empatico,email,60,4,Se sugirió priorizar Inglés B1 antes de ML.
378,103,2025-07-14 05:31:35,motivacion,empatico,movil,192,5,Se ajustó orden de hitos por disponibilidad.
379,196,2025-07-21 06:09:18,motivacion,didactico,whatsapp,342,3,Se explicó ruta de aprendizaje inicial.
380,181,2025-07-05 07:10:02,recomendacion,didactico,movil,517,1,Se sugirió priorizar Inglés B1 antes de ML.
381,69,2025-06-19 12:54:06,diagnostico,didactico,web,123,4,Se recomendó practicar ejercicios de SQL.
382,199,2025-04-17 20:15:13,consulta_hito,estrategico,movil,530,5,Se explicó ruta de aprendizaje inicial.
383,130,2025-10-12 19:56:46,consulta_hito,didactico,email,382,5,Se revisó avance del hito Python básico.
384,188,2025-07-04 02:20:16,consulta_hito,didactico,whatsapp,501,4,Se explicó ruta de aprendizaje inicial.
385,65,2025-05-10 19:50:08,consulta_hito,empatico,web,130,3,Se revisó avance del hito Python básico.
386,132,2025-09-13 23:32:44,diagnostico,directo,movil,420,2,Se recomendó practicar ejercicios de SQL.
387,68,2025-06-08 00:11:47,diagnostico,estrategico,web,189,2,Se explicó ruta de aprendizaje inicial.
388,157,2025-04-17 17:47:15,recomendacion,didactico,email,152,1,Se recomendó practicar ejercicios de SQL.
389,195,2025-07-21 18:04:29,diagnostico,empatico,web,521,5,Se recomendó practicar ejercicios de SQL.
390,26,2025-06-26 17:45:29,consulta_hito,estrategico,whatsapp,260,5,Se explicó ruta de aprendizaje inicial.
391,16,2025-10-08 16:14:52,motivacion,estrategico,web,162,2,Se recomendó practicar ejercicios de SQL.
392,140,2025-10-02 00:49:00,diagnostico,didactico,movil,414,3,Se ajustó orden de hitos por disponibilidad.
393,105,2025-06-22 16:46:22,consulta_hito,directo,whatsapp,95,4,Se recomendó practicar ejercicios de SQL.
394,37,2025-06-15 06:09:08,recomendacion,empatico,whatsapp,234,2,Se sugirió priorizar Inglés B1 antes de ML.
395,26,2025-05-16 02:29:46,motivacion,empatico,web,212,3,Se sugirió priorizar Inglés B1 antes de ML.
396,135,2025-09-18 19:57:39,diagnostico,didactico,movil,66,4,Se explicó ruta de aprendizaje inicial.
397,39,2025-09-06 07:13:50,seguimiento,directo,web,170,1,Se explicó ruta de aprendizaje inicial.
398,153,2025-08-12 09:26:52,consulta_hito,didactico,email,153,1,Se ajustó orden de hitos por disponibilidad.
399,93,2025-06-19 13:20:52,seguimiento,empatico,web,362,4,Se sugirió priorizar Inglés B1 antes de ML.
